Humidity,Temperature,Light Intensity Level,CO Level,cluster_ID,cluster_label
91.2,33.5,276.0,2.38,1,0
91.5,33.5,280.0,2.22,1,0
91.2,33.5,281.0,2.33,1,0
91.1,33.4,281.0,2.25,1,0
90.8,33.4,280.0,2.29,1,0
90.7,33.5,280.0,2.31,1,0
91.0,33.5,281.0,2.22,1,0
91.4,33.5,279.0,2.22,1,0
90.8,33.4,277.0,2.24,1,0
91.1,33.4,278.0,2.19,1,0
91.2,33.4,279.0,2.19,1,0
91.4,33.4,280.0,2.18,1,0
92.3,33.4,283.0,2.16,1,0
92.0,33.3,282.0,2.23,1,0
91.4,33.2,279.0,2.31,1,0
91.2,33.0,274.0,2.27,1,0
91.2,33.0,272.0,2.26,1,0
91.9,33.0,269.0,2.24,1,0
92.2,33.0,268.0,2.23,1,0
91.9,32.9,265.0,2.22,1,0
92.0,32.9,259.0,2.23,1,0
92.0,32.8,260.0,2.22,1,0
92.2,32.7,262.0,2.23,1,0
92.1,32.7,271.0,2.24,1,0
92.8,32.7,274.0,2.25,1,0
92.7,32.7,276.0,2.25,1,0
92.7,32.6,272.0,2.27,1,0
92.8,32.6,271.0,2.26,1,0
92.9,32.6,274.0,2.26,1,0
93.3,32.6,276.0,2.26,1,0
94.0,32.6,277.0,2.25,1,0
93.5,32.6,277.0,2.26,1,0
93.5,32.7,274.0,2.25,1,0
94.0,32.6,275.0,2.3,1,0
93.3,32.5,275.0,2.29,1,0
93.2,32.5,276.0,2.29,1,0
93.0,32.5,275.0,2.29,1,0
92.9,32.4,274.0,2.24,1,0
93.0,32.4,270.0,2.25,1,0
93.2,32.3,268.0,2.48,1,0
93.1,32.0,262.0,2.57,1,0
70.6,39.1,385.0,3.31,1,0
70.7,38.9,377.0,2.13,1,0
70.5,39.0,380.0,1.83,1,0
71.3,39.1,380.0,1.82,1,0
71.8,38.9,382.0,1.89,1,0
70.1,38.8,384.0,1.91,1,0
70.9,38.7,384.0,2.04,1,0
69.1,38.2,382.0,2.1,1,0
69.5,37.9,382.0,2.07,1,0
70.8,37.9,382.0,2.06,1,0
70.9,37.9,383.0,2.09,1,0
72.6,38.1,383.0,2.08,1,0
73.6,38.3,383.0,2.09,1,0
99.9,27.1,24.0,2.92,0,0
99.9,27.3,54.0,2.93,0,0
99.5,27.5,53.0,2.95,0,0
99.4,27.6,75.0,2.95,0,0
99.6,27.6,112.0,2.98,0,0
99.1,27.6,130.0,3.01,0,0
97.3,27.8,147.0,2.85,0,0
97.1,27.9,157.0,2.86,0,0
97.5,28.2,171.0,2.93,0,0
96.0,28.3,184.0,2.91,0,0
95.5,28.7,213.0,2.95,1,0
96.5,29.0,218.0,2.93,1,0
95.6,28.9,239.0,2.68,1,0
93.6,29.7,266.0,2.79,1,0
93.4,30.2,245.0,2.98,1,0
92.6,29.8,316.0,3.04,1,0
91.8,30.7,280.0,3.07,1,0
92.3,30.2,322.0,3.1,1,0
92.7,30.0,319.0,3.25,1,0
91.7,30.2,287.0,3.25,1,0
92.1,30.3,312.0,3.31,1,0
93.0,30.2,297.0,3.23,1,0
94.0,30.3,364.0,3.26,1,0
94.7,30.2,300.0,3.23,1,0
93.6,30.0,300.0,3.21,1,0
93.6,30.0,298.0,3.3,1,0
93.7,30.3,264.0,3.28,1,0
93.0,31.0,296.0,3.28,1,0
90.5,31.1,297.0,3.21,1,0
91.7,31.2,321.0,2.98,1,0
90.9,31.1,304.0,3.16,1,0
90.3,32.3,306.0,3.28,1,0
91.2,31.1,321.0,3.26,1,0
90.7,30.7,301.0,3.23,1,0
94.5,30.7,307.0,3.35,1,0
93.3,30.0,312.0,3.16,1,0
96.1,29.7,303.0,3.3,1,0
96.6,28.5,308.0,3.33,1,0
97.2,28.6,284.0,3.35,1,0
97.4,28.9,253.0,3.2,1,0
97.5,28.8,259.0,3.21,1,0
99.2,28.7,271.0,3.33,1,0
99.9,27.8,272.0,3.31,1,0
99.9,27.8,215.0,3.37,1,0
97.3,28.5,178.0,3.37,0,0
97.9,28.4,227.0,3.4,1,0
97.6,28.3,262.0,3.4,1,0
96.6,28.5,271.0,3.37,1,0
96.5,28.6,274.0,3.23,1,0
95.8,29.3,283.0,3.35,1,0
99.9,28.2,298.0,3.05,1,0
99.6,27.2,217.0,3.44,1,0
99.9,27.2,172.0,3.49,0,0
99.9,27.0,162.0,3.53,0,0
99.9,26.2,185.0,3.53,0,0
99.9,25.7,183.0,3.55,0,0
99.9,25.2,173.0,3.59,0,0
99.9,24.9,158.0,3.59,0,0
99.9,25.0,136.0,3.57,0,0
99.9,24.5,150.0,3.42,0,0
99.9,24.4,245.0,3.53,1,0
99.9,24.4,153.0,3.51,0,0
99.9,24.3,163.0,3.51,0,0
99.9,24.6,207.0,3.53,1,0
99.9,24.7,200.0,3.57,1,0
99.9,24.5,141.0,3.49,0,0
99.9,24.3,132.0,3.49,0,0
99.9,24.5,100.0,3.51,0,0
99.9,25.0,94.0,3.49,0,0
99.9,25.9,61.0,3.48,0,0
99.9,25.9,35.0,3.44,0,0
99.9,25.9,66.0,3.46,0,0
99.9,25.9,51.0,3.49,0,0
99.9,25.8,54.0,3.42,0,0
99.9,25.8,29.0,3.48,0,0
99.9,25.7,26.0,3.48,0,0
99.9,25.7,23.0,3.51,0,0
99.9,25.7,22.0,3.53,0,0
99.9,25.7,22.0,3.51,0,0
99.9,25.7,22.0,3.55,0,0
99.9,25.5,22.0,3.51,0,0
99.9,25.5,22.0,3.51,0,0
99.9,25.5,22.0,3.53,0,0
99.9,25.6,23.0,3.51,0,0
99.9,25.6,22.0,3.46,0,0
99.9,25.5,22.0,3.44,0,0
99.9,25.5,22.0,3.42,0,0
99.9,25.5,22.0,3.4,0,0
99.9,25.5,23.0,3.42,0,0
99.9,25.6,22.0,3.42,0,0
99.9,25.7,22.0,3.44,0,0
99.9,25.7,22.0,3.46,0,0
99.9,25.7,22.0,3.44,0,0
99.9,25.7,23.0,3.42,0,0
99.9,25.7,22.0,3.44,0,0
99.9,25.7,21.0,3.42,0,0
99.9,25.6,21.0,3.42,0,0
99.9,25.7,22.0,3.42,0,0
99.9,25.7,22.0,3.44,0,0
99.9,25.6,23.0,3.44,0,0
99.9,25.6,22.0,3.42,0,0
99.9,25.5,22.0,3.44,0,0
99.9,25.5,22.0,3.44,0,0
99.9,25.5,23.0,3.44,0,0
99.9,25.5,22.0,3.42,0,0
99.9,25.8,22.0,3.38,0,0
99.9,25.7,22.0,3.37,0,0
99.9,25.7,23.0,3.35,0,0
99.9,25.8,22.0,3.23,0,0
99.9,25.8,22.0,3.13,0,0
99.9,25.8,22.0,3.16,0,0
99.9,25.8,22.0,3.13,0,0
99.9,25.6,22.0,3.07,0,0
99.9,25.7,21.0,3.13,0,0
99.9,25.6,22.0,3.18,0,0
99.9,25.7,22.0,3.13,0,0
99.9,25.7,24.0,3.18,0,0
99.9,25.7,22.0,3.18,0,0
99.9,25.8,22.0,3.02,0,0
99.9,25.9,22.0,3.23,0,0
99.9,25.9,22.0,3.25,0,0
99.9,25.9,22.0,3.25,0,0
99.9,26.0,21.0,3.33,0,0
99.9,26.0,22.0,3.33,0,0
99.9,26.1,23.0,3.35,0,0
99.9,26.2,22.0,3.37,0,0
99.9,26.3,22.0,3.37,0,0
99.9,26.3,23.0,3.37,0,0
99.9,26.3,23.0,3.38,0,0
99.9,26.3,22.0,3.35,0,0
99.9,26.2,22.0,3.33,0,0
99.9,26.2,22.0,3.33,0,0
99.9,26.1,22.0,3.37,0,0
99.9,26.1,23.0,3.31,0,0
99.9,26.1,22.0,3.35,0,0
99.9,26.1,22.0,3.33,0,0
99.9,26.1,22.0,3.35,0,0
99.9,26.1,22.0,3.37,0,0
99.9,26.1,22.0,3.33,0,0
99.9,26.2,21.0,3.33,0,0
99.9,26.6,22.0,3.33,0,0
99.9,27.3,22.0,3.26,0,0
99.9,27.2,22.0,3.02,0,0
99.9,27.4,22.0,3.21,0,0
99.9,27.5,22.0,3.23,0,0
99.9,27.5,26.0,3.21,0,0
99.9,27.7,34.0,3.26,0,0
99.7,27.9,63.0,3.18,0,0
98.5,28.1,87.0,3.21,0,0
98.5,28.2,107.0,3.21,0,0
98.1,28.4,120.0,3.26,0,0
96.8,28.5,134.0,3.25,0,0
97.3,28.8,151.0,3.21,0,0
96.3,28.7,159.0,3.16,0,0
96.6,29.1,179.0,3.12,0,0
94.9,29.1,197.0,3.13,1,0
95.1,29.5,212.0,3.08,1,0
95.0,29.8,215.0,3.16,1,0
93.7,29.9,228.0,3.16,1,0
93.3,29.7,229.0,3.12,1,0
92.5,30.1,224.0,3.15,1,0
90.9,30.8,238.0,3.13,1,0
91.6,30.9,248.0,3.13,1,0
91.1,30.9,278.0,3.12,1,0
91.0,31.0,278.0,3.08,1,0
89.2,31.1,230.0,3.12,1,0
85.1,31.8,269.0,3.2,1,0
84.0,32.1,289.0,3.2,1,0
91.7,31.5,284.0,3.05,1,0
89.4,31.6,304.0,3.05,1,0
84.4,32.1,268.0,2.89,1,0
85.4,31.7,286.0,2.99,1,0
91.3,30.4,350.0,3.02,1,0
67.4,36.0,119.0,1.83,0,0
67.0,35.9,119.0,1.76,0,0
68.1,35.8,119.0,1.68,0,0
69.0,35.7,117.0,1.71,0,0
69.4,35.7,110.0,1.84,0,0
69.0,35.6,106.0,1.93,0,0
69.4,35.5,113.0,2.07,0,0
69.3,35.5,113.0,1.98,0,0
69.9,35.4,139.0,1.81,0,0
70.5,35.4,151.0,1.73,0,0
71.6,35.3,142.0,1.76,0,0
71.2,35.3,124.0,1.78,0,0
70.7,35.2,167.0,1.62,0,0
70.1,35.2,113.0,1.93,0,0
69.6,35.1,115.0,1.94,0,0
70.4,35.0,116.0,1.96,0,0
71.2,35.0,112.0,2.0,0,0
71.5,34.9,111.0,2.02,0,0
71.1,34.9,112.0,2.03,0,0
71.5,34.9,110.0,2.04,0,0
72.7,34.8,111.0,2.05,0,0
73.2,34.8,109.0,2.06,0,0
73.6,34.7,108.0,2.07,0,0
73.9,34.7,111.0,2.07,0,0
73.4,34.7,106.0,2.09,0,0
73.2,34.7,111.0,2.09,0,0
73.0,34.7,111.0,2.12,0,0
72.8,34.7,111.0,2.13,0,0
72.6,34.7,112.0,2.14,0,0
72.3,34.8,113.0,2.14,0,0
72.4,34.8,116.0,2.15,0,0
72.3,34.9,166.0,2.34,0,0
72.1,34.9,179.0,2.21,0,0
72.9,35.5,150.0,2.42,0,0
72.0,36.4,342.0,2.24,1,0
71.8,36.7,210.0,2.23,1,0
70.6,37.9,183.0,2.46,1,0
69.4,38.2,168.0,2.74,0,0
68.7,38.4,164.0,2.61,0,0
68.7,38.8,161.0,2.47,0,0
68.7,39.6,160.0,2.43,0,0
67.7,40.3,159.0,2.46,0,1
64.4,41.0,165.0,2.27,0,1
65.2,42.0,163.0,2.3,0,1
73.5,42.9,185.0,1.34,1,1
77.4,44.7,155.0,1.23,0,1
80.1,46.0,162.0,1.22,0,1
73.9,47.7,157.0,1.3,0,1
59.1,48.6,159.0,1.37,0,1
57.9,49.4,162.0,1.61,0,1
53.4,49.7,194.0,1.57,1,1
51.2,49.9,196.0,1.69,1,1
50.0,50.1,196.0,1.82,1,1
48.8,50.3,169.0,2.03,0,1
48.6,50.7,173.0,1.42,1,1
56.0,51.3,177.0,1.1,1,1
91.7,30.4,168.0,1.94,0,0
91.7,30.4,167.0,1.94,0,0
91.7,30.4,166.0,1.93,0,0
91.7,30.4,162.0,1.94,0,0
91.8,30.4,158.0,1.97,0,0
91.9,30.4,157.0,1.98,0,0
92.0,30.4,153.0,2.03,0,0
92.1,30.4,151.0,1.99,0,0
92.1,30.4,150.0,1.98,0,0
92.0,30.4,150.0,2.01,0,0
92.0,30.4,150.0,1.98,0,0
92.0,30.4,148.0,2.03,0,0
92.1,30.4,151.0,1.92,0,0
92.2,30.4,154.0,1.82,0,0
92.0,30.4,157.0,1.93,0,0
92.0,30.4,160.0,1.79,0,0
92.2,30.4,162.0,1.8,0,0
91.9,30.4,162.0,1.82,0,0
91.9,30.4,164.0,1.79,0,0
91.9,30.4,163.0,1.84,0,0
91.8,30.4,163.0,1.82,0,0
91.9,30.4,164.0,1.83,0,0
92.1,30.4,164.0,1.83,0,0
92.1,30.4,136.0,1.82,0,0
92.1,30.4,143.0,1.77,0,0
92.0,30.4,143.0,1.76,0,0
92.1,30.4,141.0,1.72,0,0
92.1,30.4,142.0,1.69,0,0
92.0,30.4,144.0,1.66,0,0
92.0,30.4,134.0,1.77,0,0
92.0,30.4,127.0,1.85,0,0
92.1,30.4,127.0,1.93,0,0
92.1,30.5,158.0,1.71,0,0
92.1,30.5,163.0,1.5,0,0
91.9,30.6,180.0,1.46,0,0
92.0,30.6,198.0,1.35,1,0
92.0,30.7,247.0,1.41,1,0
92.0,30.8,223.0,1.5,1,0
92.0,30.9,219.0,1.48,1,0
92.6,31.3,250.0,1.47,1,0
91.5,31.8,268.0,1.49,1,0
91.0,32.3,279.0,1.48,1,0
90.6,32.8,281.0,1.65,1,0
89.5,33.4,290.0,1.54,1,0
91.7,34.3,297.0,1.47,1,0
92.3,35.2,294.0,1.42,1,0
92.3,36.0,293.0,1.4,1,0
91.4,36.8,295.0,1.38,1,0
89.0,37.7,298.0,1.38,1,0
87.8,38.6,298.0,1.37,1,0
84.4,39.5,307.0,1.4,1,0
84.5,40.5,304.0,1.42,1,1
80.8,41.3,308.0,1.44,1,1
77.8,42.2,316.0,1.39,1,1
75.5,43.1,313.0,1.43,1,1
73.4,44.1,319.0,1.44,1,1
65.0,45.1,318.0,1.46,1,1
60.8,46.0,317.0,1.46,1,1
59.4,47.1,332.0,1.56,1,1
62.1,48.7,355.0,1.65,1,1
57.7,49.3,342.0,1.76,1,1
54.7,50.0,343.0,1.82,1,1
54.2,50.6,344.0,1.75,1,1
55.1,51.2,337.0,1.89,1,1
54.1,51.8,316.0,1.85,1,1
53.0,52.5,242.0,1.9,1,1
52.4,53.1,235.0,1.32,1,1
52.7,53.9,220.0,1.49,1,1
47.9,54.1,206.0,1.14,1,1
47.3,54.1,212.0,1.14,1,1
46.3,54.4,199.0,1.14,1,1
44.7,54.7,216.0,1.07,1,1
44.3,55.0,186.0,1.03,1,1
44.0,55.4,221.0,0.88,1,1
44.9,55.8,170.0,0.97,0,1
43.4,56.2,193.0,1.06,1,1
41.9,56.5,198.0,1.13,1,1
41.1,56.8,231.0,1.17,1,1
40.9,57.2,196.0,1.38,1,1
40.0,57.5,207.0,1.44,1,1
39.7,57.8,203.0,1.49,1,1
39.1,58.2,213.0,1.52,1,1
38.4,58.4,193.0,1.34,1,1
38.1,58.6,232.0,1.33,1,1
37.5,58.8,220.0,1.45,1,1
37.0,59.0,245.0,1.37,1,1
36.4,58.9,258.0,1.37,1,1
36.1,58.9,236.0,1.45,1,1
35.8,58.9,181.0,1.53,1,1
35.7,58.9,225.0,1.51,1,1
35.7,58.8,222.0,1.44,1,1
35.6,58.8,224.0,1.44,1,1
35.5,58.8,195.0,1.38,1,1
35.4,58.5,188.0,0.88,1,1
40.0,58.7,176.0,1.0,1,1
38.0,59.0,226.0,1.15,1,1
37.4,59.9,187.0,1.44,1,1
37.6,59.7,187.0,1.71,1,1
37.9,59.8,181.0,1.88,1,1
37.2,60.0,214.0,1.39,1,1
36.1,60.1,215.0,1.08,1,1
37.7,60.1,264.0,0.83,1,1
37.7,60.2,262.0,0.85,1,1
37.3,60.2,238.0,1.12,1,1
35.8,60.2,261.0,0.86,1,1
38.3,60.1,256.0,1.0,1,1
36.5,60.0,268.0,0.86,1,1
38.8,60.7,295.0,0.89,1,1
37.8,60.8,282.0,0.99,1,1
36.0,60.8,263.0,1.17,1,1
34.7,60.5,269.0,0.69,1,1
38.9,60.9,267.0,0.74,1,1
39.9,61.3,212.0,0.64,1,1
41.5,61.4,194.0,0.83,1,1
38.9,61.5,190.0,0.99,1,1
36.9,61.6,192.0,1.09,1,1
35.9,61.6,181.0,1.16,1,1
35.7,61.6,178.0,1.26,1,1
35.5,61.6,143.0,1.33,0,1
35.0,61.4,142.0,1.34,0,1
35.0,61.4,246.0,1.3,1,1
35.0,61.2,220.0,1.25,1,1
35.1,61.1,240.0,1.25,1,1
34.8,61.0,272.0,1.17,1,1
34.6,60.8,278.0,1.06,1,1
35.4,60.6,281.0,1.0,1,1
36.6,60.5,277.0,0.94,1,1
35.7,60.4,277.0,1.09,1,1
34.7,60.1,249.0,1.21,1,1
34.5,60.0,286.0,1.09,1,1
34.4,59.8,287.0,0.99,1,1
34.4,59.5,250.0,1.23,1,1
34.2,59.3,261.0,1.14,1,1
34.5,59.1,263.0,0.98,1,1
36.8,58.7,276.0,0.96,1,1
35.9,58.5,254.0,0.99,1,1
36.2,58.4,275.0,0.98,1,1
36.2,58.2,232.0,1.02,1,1
35.8,58.0,207.0,0.94,1,1
36.4,57.9,232.0,0.96,1,1
36.4,57.8,254.0,1.07,1,1
35.7,57.7,242.0,1.14,1,1
35.5,57.6,246.0,1.19,1,1
35.4,57.6,255.0,1.2,1,1
35.6,57.7,244.0,1.24,1,1
35.6,57.8,227.0,1.27,1,1
35.4,57.8,226.0,1.17,1,1
36.8,57.7,241.0,1.04,1,1
36.7,57.7,243.0,1.2,1,1
35.3,57.6,236.0,1.27,1,1
35.0,57.5,241.0,1.31,1,1
35.0,57.4,229.0,0.98,1,1
36.4,57.2,234.0,1.01,1,1
36.8,57.1,228.0,0.87,1,1
37.2,57.1,232.0,0.88,1,1
36.7,56.9,222.0,1.07,1,1
35.3,56.8,209.0,1.16,1,1
35.2,56.7,202.0,1.22,1,1
35.0,56.6,193.0,1.26,1,1
34.9,56.5,188.0,1.29,1,1
34.9,56.2,180.0,1.31,1,1
34.9,56.1,180.0,1.02,1,1
35.7,55.8,170.0,1.16,1,1
35.9,55.7,176.0,1.2,1,1
35.5,55.8,175.0,1.24,1,1
35.5,55.9,178.0,1.09,1,1
36.1,56.1,182.0,0.91,1,1
37.2,56.0,178.0,0.92,1,1
36.7,56.0,195.0,0.98,1,1
36.6,56.2,197.0,0.94,1,1
37.0,56.2,209.0,1.14,1,1
36.4,56.3,221.0,1.23,1,1
36.2,56.4,227.0,1.28,1,1
36.4,56.5,227.0,1.2,1,1
36.6,56.5,238.0,0.98,1,1
37.4,56.5,250.0,1.0,1,1
37.4,56.5,249.0,1.12,1,1
36.9,56.5,252.0,1.24,1,1
36.5,56.5,250.0,1.18,1,1
36.4,56.4,242.0,0.92,1,1
37.6,56.4,242.0,1.0,1,1
37.3,56.2,230.0,1.0,1,1
38.2,56.1,223.0,1.01,1,1
37.8,56.1,206.0,1.1,1,1
37.3,56.0,202.0,1.24,1,1
36.5,55.8,197.0,1.32,1,1
36.1,55.7,195.0,1.37,1,1
36.0,55.6,194.0,1.41,1,1
